id;customer_id;date;product_id;product_quantity;product_unit_value
955;5233;2023-04-30T09:02:38Z;2;1;150.67
955;5233;2023-04-30T09:02:38Z;30;1;19.23
956;5627;2022-07-30T03:41:17Z;41;2;19.56
956;5627;2022-07-30T03:41:17Z;25;1;179.56
957;5550;2022-08-04T06:07:43Z;28;1;119.56
957;5550;2022-08-04T06:07:43Z;21;2;59.34
958;2584;2023-12-19T16:01:57Z;28;2;119.56
958;2584;2023-12-19T16:01:57Z;2;1;150.67
959;4722;2024-02-18T01:11:38Z;48;2;79.12
959;4722;2024-02-18T01:11:38Z;41;1;19.56
959;4722;2024-02-18T01:11:38Z;35;1;99.12
960;2441;2023-04-16T01:24:37Z;11;2;99.78
960;2441;2023-04-16T01:24:37Z;9;1;79.23
960;2441;2023-04-16T01:24:37Z;1;2;1799.99
961;5888;2022-07-23T17:07:20Z;8;2;14.67
962;2784;2023-12-27T01:05:50Z;8;2;14.67
963;5135;2022-09-11T01:47:33Z;35;2;99.12
963;5135;2022-09-11T01:47:33Z;8;2;14.67
963;5135;2022-09-11T01:47:33Z;36;2;149.78
964;5728;2023-09-17T17:02:18Z;49;1;99.34
964;5728;2023-09-17T17:02:18Z;28;2;119.56
965;2257;2022-08-05T05:15:41Z;9;1;79.23
965;2257;2022-08-05T05:15:41Z;28;2;119.56
965;2257;2022-08-05T05:15:41Z;14;1;29.12
966;3701;2023-10-03T02:48:45Z;28;2;119.56
967;4333;2022-05-25T18:31:07Z;14;2;29.12
968;3353;2024-11-02T09:34:45Z;14;1;29.12
968;3353;2024-11-02T09:34:45Z;32;2;29.78
969;3594;2023-05-02T04:19:26Z;45;2;29.12
970;5158;2022-09-11T10:14:31Z;20;1;39.78
970;5158;2022-09-11T10:14:31Z;38;1;499.56
970;5158;2022-09-11T10:14:31Z;42;1;24.12
971;2916;2022-07-15T03:09:08Z;19;1;14.45
972;2675;2024-08-10T04:57:51Z;6;2;119.78
972;2675;2024-08-10T04:57:51Z;5;1;399.56
973;3580;2024-02-15T17:47:05Z;9;2;79.23
973;3580;2024-02-15T17:47:05Z;16;1;24.56
974;3313;2022-12-31T00:09:49Z;29;2;9.78
974;3313;2022-12-31T00:09:49Z;48;2;79.12
974;3313;2022-12-31T00:09:49Z;21;1;59.34
975;2961;2024-03-31T14:21:02Z;7;2;24.34
975;2961;2024-03-31T14:21:02Z;16;2;24.56
976;3360;2023-12-24T02:19:24Z;30;1;19.23
976;3360;2023-12-24T02:19:24Z;34;1;44.56
977;4102;2023-02-07T14:51:24Z;30;1;19.23
978;3850;2023-08-15T04:10:58Z;50;1;69.56
978;3850;2023-08-15T04:10:58Z;45;1;29.12
979;5077;2023-06-14T09:48:09Z;22;2;49.56
979;5077;2023-06-14T09:48:09Z;41;1;19.56
979;5077;2023-06-14T09:48:09Z;44;1;9.56
980;2247;2022-09-22T23:57:35Z;32;2;29.78
980;2247;2022-09-22T23:57:35Z;35;2;99.12
980;2247;2022-09-22T23:57:35Z;13;2;199.56
981;3354;2023-04-17T18:42:47Z;2;2;150.67
981;3354;2023-04-17T18:42:47Z;2;1;150.67
982;3072;2022-10-07T17:46:21Z;5;2;399.56
982;3072;2022-10-07T17:46:21Z;17;1;19.78
982;3072;2022-10-07T17:46:21Z;15;1;69.34
983;3543;2022-01-17T19:33:28Z;12;2;149.34
983;3543;2022-01-17T19:33:28Z;5;2;399.56
983;3543;2022-01-17T19:33:28Z;6;2;119.78
984;5475;2024-01-08T18:03:16Z;11;2;99.78
984;5475;2024-01-08T18:03:16Z;19;2;14.45
985;3578;2024-08-07T16:12:30Z;46;2;599.34
986;2256;2024-07-10T09:29:46Z;7;2;24.34
986;2256;2024-07-10T09:29:46Z;4;2;299.34
986;2256;2024-07-10T09:29:46Z;47;1;399.56
987;1716;2023-03-20T10:45:32Z;23;2;69.12
987;1716;2023-03-20T10:45:32Z;17;1;19.78
988;1995;2024-07-20T08:13:26Z;25;1;179.56
988;1995;2024-07-20T08:13:26Z;34;2;44.56
988;1995;2024-07-20T08:13:26Z;42;1;24.12
989;4131;2023-12-08T04:08:10Z;41;1;19.56
990;4395;2023-05-20T12:50:41Z;44;2;9.56
991;1077;2022-06-11T13:52:47Z;43;2;14.34
992;5457;2024-07-12T01:33:32Z;7;2;24.34
992;5457;2024-07-12T01:33:32Z;27;1;19.34
992;5457;2024-07-12T01:33:32Z;33;2;24.34
993;4712;2024-09-29T04:22:14Z;31;1;14.45
993;4712;2024-09-29T04:22:14Z;5;2;399.56
993;4712;2024-09-29T04:22:14Z;34;2;44.56
994;5079;2024-01-27T04:18:20Z;29;1;9.78
994;5079;2024-01-27T04:18:20Z;31;1;14.45
994;5079;2024-01-27T04:18:20Z;4;1;299.34
995;5836;2023-09-28T21:35:49Z;37;1;49.34
995;5836;2023-09-28T21:35:49Z;40;2;399.34
996;1759;2022-03-10T15:54:41Z;18;2;89.23
996;1759;2022-03-10T15:54:41Z;48;2;79.12
996;1759;2022-03-10T15:54:41Z;47;2;399.56
997;4033;2024-01-25T20:07:26Z;8;1;14.67
998;4731;2024-10-15T21:55:46Z;12;1;149.34
998;4731;2024-10-15T21:55:46Z;5;1;399.56
999;1730;2024-04-09T19:07:28Z;35;1;99.12
999;1730;2024-04-09T19:07:28Z;29;1;9.78
1000;5751;2022-03-17T07:51:11Z;3;2;49.12
1000;5751;2022-03-17T07:51:11Z;18;1;89.23
1001;5529;2022-10-01T18:56:28Z;45;1;29.12
1001;5529;2022-10-01T18:56:28Z;37;2;49.34
1001;5529;2022-10-01T18:56:28Z;2;2;150.67
1002;5676;2024-08-21T15:36:33Z;39;2;299.12
1002;5676;2024-08-21T15:36:33Z;17;2;19.78
1002;5676;2024-08-21T15:36:33Z;24;2;249.34
1003;3023;2022-07-15T16:31:11Z;27;2;19.34
1003;3023;2022-07-15T16:31:11Z;41;1;19.56
1004;4125;2024-10-26T05:41:41Z;22;2;49.56
1004;4125;2024-10-26T05:41:41Z;15;2;69.34
1005;3457;2022-03-26T08:02:17Z;49;1;99.34
1005;3457;2022-03-26T08:02:17Z;23;1;69.12
1006;2898;2023-08-01T16:48:32Z;38;2;499.56
1006;2898;2023-08-01T16:48:32Z;27;1;19.34
1006;2898;2023-08-01T16:48:32Z;5;1;399.56
1007;3801;2022-02-11T18:10:23Z;10;2;59.45
1007;3801;2022-02-11T18:10:23Z;12;2;149.34
1007;3801;2022-02-11T18:10:23Z;9;2;79.23
1008;5101;2024-11-10T15:45:31Z;37;2;49.34
1008;5101;2024-11-10T15:45:31Z;11;1;99.78
1008;5101;2024-11-10T15:45:31Z;46;2;599.34
1009;4152;2022-05-24T22:26:27Z;6;1;119.78
1009;4152;2022-05-24T22:26:27Z;26;1;39.12
1009;4152;2022-05-24T22:26:27Z;46;2;599.34
1010;1656;2023-07-20T20:20:04Z;24;2;249.34
1010;1656;2023-07-20T20:20:04Z;37;1;49.34
1011;1083;2023-04-02T22:03:30Z;16;1;24.56
1011;1083;2023-04-02T22:03:30Z;12;1;149.34
1012;5835;2022-12-22T05:09:37Z;48;2;79.12
1012;5835;2022-12-22T05:09:37Z;50;2;69.56
1013;3034;2022-08-20T19:58:59Z;15;2;69.34
1013;3034;2022-08-20T19:58:59Z;3;2;49.12
1013;3034;2022-08-20T19:58:59Z;36;2;149.78
1014;4354;2023-10-19T12:23:16Z;8;2;14.67
1014;4354;2023-10-19T12:23:16Z;9;2;79.23
1015;5703;2022-09-09T12:10:38Z;8;2;14.67
1015;5703;2022-09-09T12:10:38Z;2;1;150.67
1015;5703;2022-09-09T12:10:38Z;29;1;9.78
1016;3410;2022-07-23T05:30:52Z;8;1;14.67
1017;3274;2024-02-01T10:11:59Z;40;2;399.34
1018;1983;2023-07-23T17:55:13Z;29;2;9.78
1019;5755;2022-06-29T08:46:36Z;26;2;39.12
1019;5755;2022-06-29T08:46:36Z;27;1;19.34
1020;3722;2024-03-05T17:19:01Z;27;2;19.34
1020;3722;2024-03-05T17:19:01Z;50;1;69.56
1020;3722;2024-03-05T17:19:01Z;4;1;299.34
1021;5770;2023-05-24T06:37:23Z;37;1;49.34
1021;5770;2023-05-24T06:37:23Z;33;1;24.34
1022;3685;2024-09-01T09:08:59Z;11;1;99.78
1022;3685;2024-09-01T09:08:59Z;22;1;49.56
1022;3685;2024-09-01T09:08:59Z;28;2;119.56
1023;5923;2023-05-10T11:30:23Z;29;2;9.78
1023;5923;2023-05-10T11:30:23Z;9;2;79.23
1024;2884;2022-07-12T08:31:09Z;22;2;49.56
1025;1089;2024-08-14T12:31:14Z;18;1;89.23
1025;1089;2024-08-14T12:31:14Z;43;1;14.34
1026;4704;2022-09-02T09:04:03Z;19;2;14.45
1027;5995;2023-03-01T09:48:40Z;35;1;99.12
1027;5995;2023-03-01T09:48:40Z;36;1;149.78
1028;4177;2024-10-16T12:52:39Z;20;2;39.78
1028;4177;2024-10-16T12:52:39Z;16;2;24.56
1028;4177;2024-10-16T12:52:39Z;14;1;29.12
1029;2445;2022-05-28T06:25:41Z;49;1;99.34
1030;5447;2022-09-08T10:34:55Z;20;2;39.78
1031;1246;2023-10-25T16:49:18Z;20;1;39.78
1031;1246;2023-10-25T16:49:18Z;23;2;69.12
1031;1246;2023-10-25T16:49:18Z;22;1;49.56
1032;2907;2022-10-13T23:11:09Z;15;1;69.34
1032;2907;2022-10-13T23:11:09Z;6;1;119.78
1032;2907;2022-10-13T23:11:09Z;46;1;599.34
1033;5651;2022-04-27T12:41:43Z;49;2;99.34
1034;1398;2024-07-23T19:54:59Z;29;2;9.78
1035;5925;2024-05-04T04:23:51Z;36;2;149.78
1035;5925;2024-05-04T04:23:51Z;43;2;14.34
1036;1561;2023-03-02T12:36:01Z;26;1;39.12
1037;1477;2023-02-16T01:24:26Z;33;1;24.34
1038;4593;2022-09-06T03:26:06Z;5;1;399.56
1038;4593;2022-09-06T03:26:06Z;31;2;14.45
1039;3099;2024-08-25T22:14:37Z;29;2;9.78
1039;3099;2024-08-25T22:14:37Z;40;2;399.34
1039;3099;2024-08-25T22:14:37Z;15;1;69.34
1040;5128;2024-02-25T22:59:41Z;26;2;39.12
1040;5128;2024-02-25T22:59:41Z;46;1;599.34
1041;3648;2022-10-14T01:20:30Z;22;1;49.56
1041;3648;2022-10-14T01:20:30Z;39;1;299.12
1041;3648;2022-10-14T01:20:30Z;24;1;249.34
1042;4001;2022-09-07T10:09:03Z;38;2;499.56
1042;4001;2022-09-07T10:09:03Z;5;2;399.56
1042;4001;2022-09-07T10:09:03Z;14;2;29.12
1043;4575;2022-08-03T13:09:02Z;48;2;79.12
1043;4575;2022-08-03T13:09:02Z;46;1;599.34
1044;2574;2023-02-01T10:10:50Z;34;1;44.56
1044;2574;2023-02-01T10:10:50Z;28;2;119.56
1044;2574;2023-02-01T10:10:50Z;21;2;59.34
1045;5356;2023-07-15T10:45:21Z;33;2;24.34
1046;2497;2022-04-11T16:21:06Z;14;1;29.12
1046;2497;2022-04-11T16:21:06Z;45;2;29.12
1046;2497;2022-04-11T16:21:06Z;9;1;79.23
1047;4981;2023-07-25T04:13:45Z;10;1;59.45
1047;4981;2023-07-25T04:13:45Z;16;1;24.56
1047;4981;2023-07-25T04:13:45Z;8;1;14.67
1048;1395;2024-06-22T15:37:49Z;2;2;150.67
1048;1395;2024-06-22T15:37:49Z;4;2;299.34
1048;1395;2024-06-22T15:37:49Z;40;2;399.34
1049;1994;2024-04-11T09:46:21Z;8;2;14.67
1049;1994;2024-04-11T09:46:21Z;37;2;49.34
1050;4404;2024-09-05T04:14:42Z;13;2;199.56
1050;4404;2024-09-05T04:14:42Z;3;2;49.12
1051;5692;2023-06-20T22:55:07Z;15;1;69.34
1051;5692;2023-06-20T22:55:07Z;46;1;599.34
1051;5692;2023-06-20T22:55:07Z;19;2;14.45
1052;5878;2024-01-04T11:12:47Z;35;1;99.12
1053;3490;2022-03-21T22:12:27Z;17;1;19.78
1053;3490;2022-03-21T22:12:27Z;8;2;14.67
1054;3806;2023-03-26T01:02:56Z;17;1;19.78
1054;3806;2023-03-26T01:02:56Z;38;1;499.56
1055;1488;2022-01-22T14:18:08Z;34;1;44.56
1055;1488;2022-01-22T14:18:08Z;12;1;149.34
1055;1488;2022-01-22T14:18:08Z;13;2;199.56
1056;1482;2022-05-10T02:46:46Z;24;2;249.34
1056;1482;2022-05-10T02:46:46Z;1;1;1799.99
1056;1482;2022-05-10T02:46:46Z;47;1;399.56
1057;1141;2024-03-15T23:41:40Z;42;1;24.12
1058;2297;2023-03-27T19:21:32Z;7;2;24.34
1058;2297;2023-03-27T19:21:32Z;45;2;29.12
1059;3000;2023-02-25T18:16:07Z;18;2;89.23
1060;5377;2023-11-25T22:17:20Z;22;1;49.56
1061;2223;2024-05-29T19:17:02Z;46;1;599.34
1062;4068;2022-06-16T03:28:09Z;27;2;19.34
1063;4506;2023-04-25T14:14:42Z;2;1;150.67
1063;4506;2023-04-25T14:14:42Z;49;1;99.34
1063;4506;2023-04-25T14:14:42Z;32;1;29.78
1064;5718;2022-04-30T05:04:25Z;17;2;19.78
1065;4666;2023-07-13T15:20:21Z;4;2;299.34
1065;4666;2023-07-13T15:20:21Z;22;1;49.56
1066;4426;2024-06-07T05:29:25Z;12;1;149.34
1067;2316;2024-12-12T04:54:54Z;10;2;59.45
1068;3542;2023-06-23T12:41:50Z;5;1;399.56
1069;3101;2024-09-06T00:59:32Z;4;2;299.34
1070;3274;2023-01-07T16:42:53Z;12;2;149.34
1070;3274;2023-01-07T16:42:53Z;15;2;69.34
1071;1625;2023-02-07T18:40:23Z;39;1;299.12
1071;1625;2023-02-07T18:40:23Z;49;2;99.34
1072;4317;2024-07-19T04:19:10Z;40;1;399.34
1072;4317;2024-07-19T04:19:10Z;27;1;19.34
1072;4317;2024-07-19T04:19:10Z;33;2;24.34
1073;3242;2023-12-01T00:32:41Z;5;2;399.56
1073;3242;2023-12-01T00:32:41Z;24;2;249.34
1074;1321;2023-09-18T16:50:25Z;7;1;24.34
1075;3902;2024-07-12T01:39:18Z;18;1;89.23
1075;3902;2024-07-12T01:39:18Z;1;1;1799.99
1076;1649;2023-05-22T15:44:19Z;23;2;69.12
1076;1649;2023-05-22T15:44:19Z;48;1;79.12
1076;1649;2023-05-22T15:44:19Z;47;1;399.56
1077;2015;2022-05-08T23:31:39Z;18;2;89.23
1077;2015;2022-05-08T23:31:39Z;25;2;179.56
1078;1460;2023-08-27T05:04:57Z;36;2;149.78
1078;1460;2023-08-27T05:04:57Z;2;2;150.67
1079;4218;2024-06-01T18:47:24Z;21;2;59.34
1080;1977;2024-01-04T05:33:09Z;37;2;49.34
1080;1977;2024-01-04T05:33:09Z;29;1;9.78
1080;1977;2024-01-04T05:33:09Z;21;1;59.34
1081;1809;2024-04-25T15:40:33Z;39;1;299.12
1081;1809;2024-04-25T15:40:33Z;7;2;24.34
1081;1809;2024-04-25T15:40:33Z;3;1;49.12
1082;2657;2024-10-23T13:50:50Z;47;2;399.56
1083;3328;2023-11-02T06:06:51Z;34;2;44.56
1083;3328;2023-11-02T06:06:51Z;16;2;24.56
1084;4992;2024-11-04T00:31:19Z;11;1;99.78
1085;1960;2024-11-03T03:03:47Z;45;1;29.12
1085;1960;2024-11-03T03:03:47Z;42;2;24.12
1085;1960;2024-11-03T03:03:47Z;31;1;14.45
1086;1940;2024-02-03T10:02:01Z;5;2;399.56
1086;1940;2024-02-03T10:02:01Z;6;1;119.78
1087;4923;2022-01-21T11:04:02Z;30;2;19.23
1087;4923;2022-01-21T11:04:02Z;3;2;49.12
1087;4923;2022-01-21T11:04:02Z;20;2;39.78
1088;3665;2022-11-15T15:51:10Z;9;1;79.23
1088;3665;2022-11-15T15:51:10Z;10;1;59.45
1089;2486;2022-12-04T13:15:18Z;29;2;9.78
1089;2486;2022-12-04T13:15:18Z;4;1;299.34
1090;2790;2023-06-16T02:00:26Z;8;1;14.67
1091;5019;2024-11-08T18:17:36Z;34;1;44.56
1091;5019;2024-11-08T18:17:36Z;37;1;49.34
1092;4421;2023-01-25T03:37:30Z;21;1;59.34
1093;4679;2024-06-25T18:34:11Z;47;2;399.56
1093;4679;2024-06-25T18:34:11Z;41;2;19.56
1093;4679;2024-06-25T18:34:11Z;16;1;24.56
1094;5286;2022-11-18T22:27:42Z;3;2;49.12
1095;5229;2024-08-24T21:01:21Z;15;1;69.34
1096;2872;2022-07-23T19:15:42Z;29;2;9.78
1096;2872;2022-07-23T19:15:42Z;26;2;39.12
1097;5338;2024-08-22T08:32:08Z;50;2;69.56
1098;2589;2023-01-05T20:55:49Z;31;2;14.45
1098;2589;2023-01-05T20:55:49Z;2;1;150.67
1098;2589;2023-01-05T20:55:49Z;14;1;29.12
1099;3908;2023-03-19T01:38:44Z;36;2;149.78
1099;3908;2023-03-19T01:38:44Z;45;2;29.12
1100;2724;2024-02-18T23:08:54Z;27;1;19.34
1100;2724;2024-02-18T23:08:54Z;47;2;399.56
1100;2724;2024-02-18T23:08:54Z;27;2;19.34
1101;4949;2023-02-02T23:12:51Z;1;1;1799.99
1101;4949;2023-02-02T23:12:51Z;30;2;19.23
1102;4682;2023-11-29T04:51:23Z;18;1;89.23
1102;4682;2023-11-29T04:51:23Z;47;1;399.56
1103;1655;2024-04-10T18:54:27Z;32;2;29.78
1103;1655;2024-04-10T18:54:27Z;42;1;24.12
1103;1655;2024-04-10T18:54:27Z;27;2;19.34
1104;2062;2022-12-30T07:22:26Z;32;1;29.78
1104;2062;2022-12-30T07:22:26Z;22;2;49.56
1105;1044;2024-10-14T12:19:55Z;3;2;49.12
1105;1044;2024-10-14T12:19:55Z;21;2;59.34
1106;4889;2024-02-09T10:13:23Z;18;1;89.23
1106;4889;2024-02-09T10:13:23Z;43;2;14.34
1107;4305;2024-04-28T02:38:15Z;39;2;299.12
1107;4305;2024-04-28T02:38:15Z;5;1;399.56
1108;2998;2023-06-25T03:49:33Z;31;1;14.45
1108;2998;2023-06-25T03:49:33Z;45;2;29.12
1109;4918;2023-08-10T11:12:42Z;29;1;9.78
1110;3292;2022-11-18T05:19:59Z;27;1;19.34
1110;3292;2022-11-18T05:19:59Z;5;1;399.56
1111;2740;2024-01-27T11:01:50Z;2;2;150.67
1111;2740;2024-01-27T11:01:50Z;27;2;19.34
1112;4212;2024-08-07T13:00:31Z;10;2;59.45
1112;4212;2024-08-07T13:00:31Z;19;1;14.45
1113;1237;2022-08-25T22:56:40Z;33;1;24.34
1113;1237;2022-08-25T22:56:40Z;17;1;19.78
1114;3382;2023-09-02T08:52:25Z;43;2;14.34
1115;3509;2022-02-03T19:43:25Z;28;1;119.56
1115;3509;2022-02-03T19:43:25Z;28;1;119.56
1116;2278;2024-03-05T18:59:54Z;12;1;149.34
1116;2278;2024-03-05T18:59:54Z;10;2;59.45
1116;2278;2024-03-05T18:59:54Z;35;1;99.12
1117;3581;2023-12-26T00:09:30Z;3;2;49.12
1118;1649;2023-10-30T00:31:50Z;35;1;99.12
1118;1649;2023-10-30T00:31:50Z;25;1;179.56
1118;1649;2023-10-30T00:31:50Z;32;2;29.78
1119;2217;2024-01-01T04:41:49Z;28;1;119.56
1119;2217;2024-01-01T04:41:49Z;5;2;399.56
1119;2217;2024-01-01T04:41:49Z;8;2;14.67
1120;5005;2023-01-21T18:04:44Z;36;1;149.78
1120;5005;2023-01-21T18:04:44Z;44;1;9.56
1121;4462;2022-05-18T06:45:49Z;7;2;24.34
1121;4462;2022-05-18T06:45:49Z;30;2;19.23
1122;4210;2023-12-14T18:03:04Z;33;2;24.34
1123;5307;2024-10-22T20:48:23Z;11;1;99.78
1123;5307;2024-10-22T20:48:23Z;34;1;44.56
1124;1862;2024-04-10T08:29:24Z;18;2;89.23
1125;5686;2022-12-09T21:33:36Z;40;1;399.34
1125;5686;2022-12-09T21:33:36Z;36;1;149.78
1125;5686;2022-12-09T21:33:36Z;3;1;49.12
1126;2614;2024-07-21T17:19:52Z;13;1;199.56
1126;2614;2024-07-21T17:19:52Z;4;1;299.34
1127;5968;2022-09-18T14:57:10Z;49;1;99.34
1128;3044;2022-06-12T04:47:01Z;49;2;99.34
1129;5991;2022-02-11T02:38:59Z;34;2;44.56
1129;5991;2022-02-11T02:38:59Z;37;2;49.34
1129;5991;2022-02-11T02:38:59Z;39;2;299.12
1130;2181;2022-11-04T23:39:58Z;16;2;24.56
1130;2181;2022-11-04T23:39:58Z;11;1;99.78
1131;5626;2022-12-15T12:06:06Z;40;2;399.34
1131;5626;2022-12-15T12:06:06Z;33;1;24.34
1132;2737;2023-06-02T21:31:54Z;11;1;99.78
1132;2737;2023-06-02T21:31:54Z;6;1;119.78
1133;3323;2022-02-05T19:21:27Z;4;2;299.34
1133;3323;2022-02-05T19:21:27Z;36;2;149.78
1133;3323;2022-02-05T19:21:27Z;37;1;49.34
1134;3960;2023-06-09T05:40:23Z;41;1;19.56
1134;3960;2023-06-09T05:40:23Z;3;1;49.12
1134;3960;2023-06-09T05:40:23Z;25;1;179.56
1135;3004;2023-08-26T03:44:43Z;31;1;14.45
1136;1216;2024-11-26T17:41:16Z;29;1;9.78
1136;1216;2024-11-26T17:41:16Z;45;2;29.12
1137;5792;2023-09-27T00:31:15Z;21;2;59.34
1137;5792;2023-09-27T00:31:15Z;9;1;79.23
1137;5792;2023-09-27T00:31:15Z;43;2;14.34
1138;5790;2022-05-10T21:50:44Z;25;2;179.56
1138;5790;2022-05-10T21:50:44Z;8;1;14.67
1138;5790;2022-05-10T21:50:44Z;49;2;99.34
1139;3085;2022-05-14T22:49:02Z;50;1;69.56
1139;3085;2022-05-14T22:49:02Z;4;2;299.34
1140;4472;2023-05-08T05:08:32Z;24;2;249.34
1140;4472;2023-05-08T05:08:32Z;5;1;399.56
1140;4472;2023-05-08T05:08:32Z;2;2;150.67
1141;3864;2024-12-05T10:02:36Z;9;2;79.23
1141;3864;2024-12-05T10:02:36Z;43;2;14.34
1141;3864;2024-12-05T10:02:36Z;33;2;24.34
1142;1554;2024-04-24T21:21:29Z;40;1;399.34
1143;2281;2024-06-28T12:00:10Z;34;1;44.56
1144;2964;2022-11-26T09:30:32Z;5;2;399.56
1145;1413;2022-05-12T20:23:18Z;35;1;99.12
1146;3239;2022-04-01T22:51:33Z;48;2;79.12
1146;3239;2022-04-01T22:51:33Z;34;2;44.56
1147;3108;2024-03-18T13:41:48Z;18;1;89.23
1147;3108;2024-03-18T13:41:48Z;45;1;29.12
1148;5147;2022-09-21T10:15:23Z;9;1;79.23
1148;5147;2022-09-21T10:15:23Z;10;1;59.45
1149;4134;2022-08-01T05:09:23Z;35;1;99.12
1149;4134;2022-08-01T05:09:23Z;18;1;89.23
1149;4134;2022-08-01T05:09:23Z;16;2;24.56
1150;5041;2023-09-05T14:11:06Z;30;1;19.23
1151;1348;2023-03-12T03:59:45Z;49;1;99.34
1152;2014;2022-05-05T06:11:35Z;31;2;14.45
1152;2014;2022-05-05T06:11:35Z;43;2;14.34
1152;2014;2022-05-05T06:11:35Z;36;2;149.78
1153;1754;2024-07-18T21:53:59Z;1;1;1799.99
1154;2826;2022-08-10T18:36:09Z;18;1;89.23
1154;2826;2022-08-10T18:36:09Z;32;2;29.78
1154;2826;2022-08-10T18:36:09Z;8;1;14.67
1155;2856;2024-11-23T02:13:05Z;6;1;119.78
1155;2856;2024-11-23T02:13:05Z;2;1;150.67
1155;2856;2024-11-23T02:13:05Z;4;2;299.34
1156;2290;2024-02-10T05:20:34Z;14;2;29.12
1156;2290;2024-02-10T05:20:34Z;18;1;89.23
1156;2290;2024-02-10T05:20:34Z;47;1;399.56
1157;4065;2024-03-06T15:48:46Z;32;1;29.78
1158;2346;2022-12-03T01:02:57Z;6;1;119.78
1158;2346;2022-12-03T01:02:57Z;15;2;69.34
1159;4997;2024-08-29T14:29:52Z;48;1;79.12
1160;5103;2022-01-28T04:32:38Z;47;1;399.56
1160;5103;2022-01-28T04:32:38Z;2;1;150.67
1160;5103;2022-01-28T04:32:38Z;14;2;29.12
1161;2846;2024-09-17T04:40:38Z;18;1;89.23
1161;2846;2024-09-17T04:40:38Z;45;2;29.12
1162;3628;2023-03-16T18:25:58Z;26;2;39.12
1162;3628;2023-03-16T18:25:58Z;18;2;89.23
1162;3628;2023-03-16T18:25:58Z;17;2;19.78
1163;5936;2023-03-19T22:53:33Z;6;1;119.78
1164;1917;2024-08-13T11:30:58Z;47;1;399.56
1164;1917;2024-08-13T11:30:58Z;6;1;119.78
1165;4451;2022-04-13T15:59:16Z;16;1;24.56
1165;4451;2022-04-13T15:59:16Z;40;1;399.34
1165;4451;2022-04-13T15:59:16Z;23;1;69.12
1166;5230;2023-01-12T15:46:55Z;14;2;29.12
1166;5230;2023-01-12T15:46:55Z;10;2;59.45
1167;2095;2023-09-17T13:29:38Z;42;1;24.12
1167;2095;2023-09-17T13:29:38Z;5;2;399.56
1167;2095;2023-09-17T13:29:38Z;28;2;119.56
1168;5253;2023-12-12T03:06:50Z;38;1;499.56
1168;5253;2023-12-12T03:06:50Z;50;1;69.56
1169;4140;2024-09-28T09:42:02Z;6;1;119.78
1170;2306;2024-07-31T15:17:55Z;23;2;69.12
1170;2306;2024-07-31T15:17:55Z;6;2;119.78
1171;4999;2022-03-11T16:34:54Z;25;1;179.56
1172;3473;2023-04-23T00:21:41Z;21;2;59.34
1172;3473;2023-04-23T00:21:41Z;45;1;29.12
1172;3473;2023-04-23T00:21:41Z;9;2;79.23
1173;3153;2022-12-05T23:51:34Z;1;1;1799.99
1173;3153;2022-12-05T23:51:34Z;5;1;399.56
1173;3153;2022-12-05T23:51:34Z;3;2;49.12
1174;1427;2024-10-09T05:23:42Z;27;1;19.34
1174;1427;2024-10-09T05:23:42Z;30;1;19.23
1175;2216;2022-12-01T14:35:28Z;33;1;24.34
1175;2216;2022-12-01T14:35:28Z;15;2;69.34
1176;3076;2023-09-25T23:28:54Z;9;2;79.23
1177;5654;2024-08-16T11:47:43Z;28;1;119.56
1178;1223;2024-02-10T08:15:46Z;32;1;29.78
1178;1223;2024-02-10T08:15:46Z;36;2;149.78
1178;1223;2024-02-10T08:15:46Z;25;1;179.56
1179;5669;2024-01-15T23:35:52Z;40;1;399.34
1180;4001;2023-09-12T06:38:16Z;41;1;19.56
1180;4001;2023-09-12T06:38:16Z;15;1;69.34
1180;4001;2023-09-12T06:38:16Z;35;1;99.12
1181;4280;2024-12-11T07:14:39Z;31;2;14.45
1182;3189;2023-10-07T21:36:47Z;15;1;69.34
1183;1845;2024-11-16T20:46:30Z;47;2;399.56
1183;1845;2024-11-16T20:46:30Z;37;2;49.34
1183;1845;2024-11-16T20:46:30Z;8;1;14.67
1184;4029;2023-12-23T17:17:49Z;7;2;24.34
1184;4029;2023-12-23T17:17:49Z;11;1;99.78
1185;2257;2024-01-22T03:32:39Z;35;2;99.12
1185;2257;2024-01-22T03:32:39Z;27;2;19.34
1186;3488;2024-08-25T00:49:38Z;43;2;14.34
1187;3687;2023-07-05T17:13:22Z;11;1;99.78
1187;3687;2023-07-05T17:13:22Z;22;2;49.56
1188;2372;2024-05-14T04:52:13Z;38;1;499.56
1188;2372;2024-05-14T04:52:13Z;12;2;149.34
1188;2372;2024-05-14T04:52:13Z;35;1;99.12
1189;3000;2022-10-18T21:39:26Z;47;2;399.56
1190;1098;2024-05-09T23:55:58Z;28;2;119.56
1191;3029;2022-10-26T07:17:30Z;44;2;9.56
1191;3029;2022-10-26T07:17:30Z;25;1;179.56
1192;5992;2023-01-24T20:08:46Z;11;1;99.78
1192;5992;2023-01-24T20:08:46Z;21;1;59.34
1193;5630;2022-02-25T00:59:24Z;48;2;79.12
1194;5610;2023-02-03T17:19:51Z;12;2;149.34
1194;5610;2023-02-03T17:19:51Z;6;1;119.78
1194;5610;2023-02-03T17:19:51Z;11;2;99.78
